arm,pid,metric,n_logged_steps,mean,population_std,min,max,step1,step150,last50_mean
target_teachertopk,731889,sign_weight/frac_neutral_off_task_silent,150,0.05318666666666667,0.0010417079991799799,0.051,0.06,0.055,0.054,0.053200000000000004
target_teachertopk,731889,sign_weight/frac_neutral_off_task_split,150,0.5314800000000001,0.02088148142892805,0.479,0.578,0.506,0.54,0.534
target_teachertopk,731889,sign_weight/frac_neutral_on_task_silent,150,0.042513333333333334,0.0013795490406489908,0.04,0.046,0.04,0.042,0.042359999999999995
target_teachertopk,731889,sign_weight/inv_z,150,0.9864733333333333,0.0012842464284119664,0.983,0.993,0.984,0.987,0.9863599999999999
target_teachertopk,731889,sign_weight/mass_frac_agree_neg,150,0.02044,0.001957821919038263,0.013,0.024,0.023,0.022,0.0209
target_teachertopk,731889,sign_weight/mass_frac_agree_pos,150,0.06481333333333333,0.004433789450220759,0.038,0.074,0.073,0.065,0.06582
target_teachertopk,731889,sign_weight/mass_frac_conflict_on_neg,150,0.00392,0.00029484459183327976,0.002,0.004,0.004,0.004,0.004
target_teachertopk,731889,sign_weight/mass_frac_conflict_on_pos,150,0.03416,0.003386404189303653,0.017,0.043,0.034,0.034,0.03422
target_teachertopk,731889,sign_weight/mass_frac_neutral_off_task_silent,150,0.10841333333333333,0.010451913168836072,0.077,0.131,0.115,0.114,0.11148
target_teachertopk,731889,sign_weight/mass_frac_neutral_off_task_split,150,0.11910666666666667,0.00885599357622973,0.072,0.136,0.112,0.122,0.12211999999999999
target_teachertopk,731889,sign_weight/mass_frac_neutral_on_task_silent,150,0.6491333333333333,0.023798225890926318,0.606,0.782,0.639,0.639,0.64154
target_teachertopk,731889,sign_weight/mode_is_target,150,1.0,0.0,1.0,1.0,1.0,1.0,1.0
target_teachertopk,731889,sign_weight/n_candidates,150,9699539.866666667,2230570.811451331,5573220.0,23945780.0,9826780.0,10179680.0,9232454.8
target_teachertopk,731889,sign_weight/n_tokens,150,484976.99333333335,111528.54057256655,278661.0,1197289.0,491339.0,508984.0,461622.74
target_teachertopk,731889,sign_weight/search/frac_agree_neg,150,0.06027333333333334,0.005361463316007011,0.05,0.081,0.072,0.055,0.05928
target_teachertopk,731889,sign_weight/search/frac_agree_pos,150,0.20562,0.01407298594234121,0.186,0.296,0.296,0.203,0.20242000000000002
target_teachertopk,731889,sign_weight/search/frac_conflict_on_neg,150,0.35174,0.029195074927117416,0.24,0.417,0.258,0.393,0.35840000000000005
target_teachertopk,731889,sign_weight/search/frac_conflict_on_pos,150,0.03426666666666667,0.0043660304880087835,0.026,0.053,0.053,0.026,0.0336
target_teachertopk,731889,sign_weight/search/frac_neutral_off_task_silent,150,0.03999333333333333,0.0019916380751085834,0.035,0.05,0.047,0.039,0.03978
target_teachertopk,731889,sign_weight/search/frac_neutral_off_task_split,150,0.24609999999999999,0.020415598611519252,0.199,0.314,0.199,0.224,0.24484000000000003
target_teachertopk,731889,sign_weight/search/frac_neutral_on_task_silent,150,0.062073333333333335,0.001844258357413324,0.059,0.075,0.075,0.06,0.06172
target_teachertopk,731889,sign_weight/search/inv_z,150,0.9769,0.0014821156050277152,0.973,0.98,0.98,0.976,0.97686
target_teachertopk,731889,sign_weight/search/mass_frac_agree_neg,150,0.010166666666666666,0.0016058919293927873,0.008,0.021,0.021,0.012,0.01006
target_teachertopk,731889,sign_weight/search/mass_frac_agree_pos,150,0.08027333333333334,0.0046012993334008994,0.071,0.094,0.084,0.083,0.08036
target_teachertopk,731889,sign_weight/search/mass_frac_conflict_on_neg,150,0.002266666666666667,0.0005120763831912405,0.002,0.005,0.005,0.003,0.0022
target_teachertopk,731889,sign_weight/search/mass_frac_conflict_on_pos,150,0.06487333333333334,0.003559581748214561,0.053,0.073,0.055,0.068,0.06502
target_teachertopk,731889,sign_weight/search/mass_frac_neutral_off_task_silent,150,0.061946666666666664,0.003949323430102372,0.051,0.075,0.061,0.068,0.06184
target_teachertopk,731889,sign_weight/search/mass_frac_neutral_off_task_split,150,0.06253333333333334,0.003955867653105813,0.047,0.073,0.047,0.059,0.062240000000000004
target_teachertopk,731889,sign_weight/search/mass_frac_neutral_on_task_silent,150,0.7178533333333333,0.011283844892391766,0.686,0.745,0.728,0.708,0.71828
target_teachertopk,731889,sign_weight/search/n_candidates,150,380211.4666666667,59610.93583548426,170440.0,540860.0,170440.0,430900.0,387736.0
target_teachertopk,731889,sign_weight/search/n_tokens,150,19010.573333333334,2980.5467917742135,8522.0,27043.0,8522.0,21545.0,19386.8
target_teachertopk,731889,sign_weight/search/target_entropy_delta,150,-0.00282,0.00046288947564906535,-0.004,-0.002,-0.002,-0.004,-0.00288
target_teachertopk,731889,sign_weight/search/target_kl,150,0.003,0.00043204937989385736,0.002,0.006,0.006,0.003,0.00294
target_teachertopk,731889,sign_weight/search/target_kl_ratio,150,0.10705333333333333,0.03703508006681713,0.005,0.18,0.007,0.148,0.11503999999999999
target_teachertopk,731889,sign_weight/search/target_tv,150,0.007333333333333334,0.0009775252199076786,0.006,0.013,0.013,0.008,0.00726
target_teachertopk,731889,sign_weight/search/teacher_coverage,150,0.9999800000000001,0.00014000000000000012,0.999,1.0,0.999,1.0,1.0
target_teachertopk,731889,sign_weight/search/teacher_kl,150,0.06883333333333333,0.1631344401270178,0.017,1.003,0.846,0.023,0.02582
target_teachertopk,731889,sign_weight/target_entropy_delta,150,0.0017800000000000001,0.0011067670637190706,-0.002,0.005,0.005,0.002,0.0017000000000000001
target_teachertopk,731889,sign_weight/target_kl,150,0.005413333333333333,0.0006020705015933673,0.004,0.007,0.006,0.006,0.005520000000000001
target_teachertopk,731889,sign_weight/target_kl_ratio,150,0.4294866666666667,0.22470281815965035,0.011,0.761,0.011,0.748,0.64172
target_teachertopk,731889,sign_weight/target_tv,150,0.014006666666666667,0.0014306020488669177,0.009,0.017,0.017,0.015,0.014199999999999999
target_teachertopk,731889,sign_weight/teacher_coverage,150,0.99532,0.0014620533505997665,0.993,0.999,0.997,0.995,0.9948
target_teachertopk,731889,sign_weight/teacher_kl,150,0.052739999999999995,0.11470346870663212,0.008,0.593,0.593,0.008,0.00866
